"Intake Date","Found Location","Intake Condition","Animal ID","Animal Type","Sex","Spayed/Neutered?","Name","Days Old","Description"
" 6/13/12","MONTOPOLIS AND SONOS AUSTIN, TX","NORMAL","A620991","DOG","FEMALE","YES","FIVE",168,"Black Chihuahua Sh"
" 6/13/12","MONTOPOLIS AND SONOS AUSTIN, TX","NORMAL","A620994","DOG","FEMALE","YES","FANTASTIC",168,"Black Chihuahua Sh"
" 6/13/12","SIROCCO AUSTIN, TX","NORMAL","A629747","DOG","MALE","NO","DEUCE",366,"Br Brindle Pit Bull"
" 6/13/12","17913 DANSWORTH DR TRAVIS, TX","INJURED","A629749","DOG","MALE","NO","PIERRE","2,192.00","Apricot Poodle Min"
" 6/13/12","12034 RESEARCH  BLVD AUSTIN, TX","INJURED","A629750","DOG","MALE","NO",,366,"Gray Aust Shepherd"
" 6/13/12","4401 MARLIN CV AUSTIN, TX","SICK","A629754","CAT","MALE","NO",,731,"Blue Tabby Domestic SH"
" 6/13/12","5701 SPRINGDALE AUSTIN, TX","INJURED","A629756","DOG","MALE","NO",,"1,096.00","Black Yorkshire Terr"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629757","PUPPY","MALE","NO",,46,"Blue Merle Aust Cattle Dog"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629758","PUPPY","FEMALE","NO",,46,"White Aust Cattle Dog"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629759","PUPPY","FEMALE","NO",,46,"Red Aust Cattle Dog"
" 6/13/12","5200 HUDSON BEND RD TRAVIS, TX","INJURED","A629760","DOG","MALE","YES",,"1,461.00","Buff Great Pyrenees"
" 6/13/12","2900 ESPERANZA CROSSING AUSTIN, TX","NORMAL","A629761","DOG","MALE","NO",,548,"Brown Chihuahua Sh"
" 6/13/12","71 AND 183 AUSTIN, TX","NORMAL","A629762","DOG","FEMALE","NO",,121,"Black Chow Chow"
" 6/13/12","71 AND 183 AUSTIN, TX","NORMAL","A629763","DOG","MALE","NO",,121,"Black Germ Shepherd"
" 6/13/12","AUSTIN, TX","NORMAL","A629766","DOG","MALE","NO","ROSCOE","1,096.00","Tan American Staff"
" 6/13/12","3300 PARKER LANE AUSTIN, TX","NORMAL","A629767","PUPPY","MALE","NO","TATER TOT",38,"Black Dachshund Wh"
" 6/13/12","2309 PERRY AUSTIN, TX","INJURED","A629768","CAT","MALE","NO","UNK","1,096.00","White Amer Sh"
" 6/13/12","PFLUGERVILLE, TX","NORMAL","A629770","KITTEN","MALE","NO",,83,"Brn Tabby Domestic SH"
" 6/13/12","2705 HOEKE AUSTIN, TX","NORMAL","A629771","PUPPY","MALE","NO",,83,"Black Labrador Retr"
" 6/13/12","PFLUGERVILLE, TX","NORMAL","A629772","KITTEN","MALE","NO",,83,"Brn Tabby Domestic SH"
" 6/13/12","AIRPORT BLVD/MLK AUSTIN, TX","NORMAL","A629775","KITTEN","MALE","NO",,53,"White Domestic SH"
" 6/13/12","IH 35 AUSTIN, TX","INJURED","A629776","KITTEN","FEMALE","NO","SUNNY",46,"Crm Tabby Domestic SH"
" 6/13/12","AUSTIN, TX","NORMAL","A629779","CAT","FEMALE","NO",,"1,461.00","Tortie Domestic SH"
" 6/13/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629780","DOG","FEMALE","NO",,305,"Chocolate Chihuahua Sh"
" 6/13/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629781","DOG","FEMALE","NO",,305,"Tan Chihuahua Sh"
" 6/13/12","13201 VIZQUEL LOOP AUSTIN, TX","INJURED","A629783","DOG","MALE","NO","UNK",731,"Black Chihuahua Sh"
" 6/13/12","4608 GONZALES AUSTIN, TX","NORMAL","A629784","DOG","MALE","NO",,731,"Black Aust Cattle Dog"
" 6/13/12","18733 FM 969 TRAVIS, TX","NORMAL","A629785","DOG","MALE","NO",,731,"Brown Germ Shepherd"
" 6/13/12","15201 BURNET RD. TRAVIS, TX","NORMAL","A629786","DOG","MALE","NO",,731,"Tan Chihuahua Sh"
" 6/13/12","1701 SPINEL DR TRAVIS, TX","NORMAL","A629790","DOG","MALE","NO",,731,"White Pit Bull"
" 6/13/12","1701 SPINEL DR TRAVIS, TX","NORMAL","A629791","DOG","FEMALE","NO",,"1,461.00","Red Pit Bull"
" 6/13/12","AUSTIN, TX","NORMAL","A629793","CAT","MALE","YES",,"2,557.00","Flame Pt Siamese"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629794","KITTEN","MALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629795","KITTEN","FEMALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629796","KITTEN","FEMALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","AUSTIN, TX","NORMAL","A629797","CAT","MALE","YES",,"1,827.00","White Domestic SH"
" 6/13/12","IH 35 AUSTIN, TX","NORMAL","A629800","KITTEN","MALE","NO",,61,"Org Tabby Domestic SH"
